Classification,TransientID
HPM,1410311660234104285
Ast?,1410310260014129222
Var,1410301120434103505
SN,1410300151124130352
SN,1410300150044112968
SN,1410291350414137097
CV,1410291260094118875
AGN?,1410291210014109021
SN?,1410281570324102292
LHS_5157,1410281520344107294
HPM,1410281041134108988
SN,1410281040454149481
HPM,1410280070174111458
SN,1410261430374137989
HPM,1410261430094144519
SN,1410261400394107381
HPM,1410261400074154020
Nova,1410261400044145332
SN,1410261380444116289
Unknown,1410261380414115429
HPM,1410251490274105412
HPM,1410251430024122277
Var,1410251400964135458
SN,1410251320014115813
SN,1410251290384143204
SN,1410251210504110599
SN,1410251210074101963
CV,1410241320234117615
SN,1410241151234138297
SN,1410241120474136547
Unknown,1410241090554128775
SN?,1410240040054118429
HPM,1410231040244113038
Unknown,1410230181214131567
SN,1410230180154130686
Ast?,1410230150174123696
HPM,1410221380354136160
HPM,1410221380044126401
Flare,1410221260164120719
CV,1410211121134174124
SN,1410211010174137315
SN,1410210040174101556
SN,1410181261094148627
HPM,1410181260394104030
Var,1410181211094157719
CV,1410181120084103311
Unknown,1410181040034109229
Unknown,1410180040024125866
HPM,1410180011184116122
SN/CV,1410170260034129326
Unknown,1410170230094105423
CV,1410170210084104025
AGN?,1410170180144124839
HPM,1410170180104136889
CV,1410170180094101658
HPM,1410161400104149924
HPM,1410161380114106283
Unknown,1410151350104145479
HPM,1410151210254172902
Flare,1410151210244136890
SN,1410151041154164297
SN,1410141520294130057
CV,1410141180184121565
SN,1410140181164126078
Blazar,1410140090094122026
HPM,1410131520604113686
SN/CV,1410131320834119686
SN?,1410121290804107569
AGN,1410121120144105711
Ast?,1410120151104134469
CV?,1410120121164106501
Flare,1410051210384177751
CV?,1410050091084153553
SN,1410050070134116305
SN,1410050040194121353
HPM,1410050040174127597
CV,1410050040144108922
HPM,1410050040124104115
Unknown,1410041090204126267
SN,1410021320764133448
HPM,1410021290214101408
SN,1410011400744142135
YSO?,1410011230234143194
HPM,1410011150124129590
Flare,1410011070104121118
CV,1409301290824135095
Var,1409301150184108915
CV,1409261321014150408
HPM,1409261291084137422
AGN,1409261010114109165
SN?,1409260010084125475
HPM,1409251180064135429
SN,1409251180064118598
CV,1409251150024128539
SN,1409251090884104814
AGN,1409251070074113529
SN,1409251070074100812
SN,1409251070034124903
SN,1409251040084105517
SN,1409250071204135513
CV,1409250071134115846
Flare,1409241071204136582
CV,1409240150084102889
Flare,1409201321054133927
Blazar?,1409201210094112809
CV,1409151350694129846
HPM,1409151290134135001
SN,1409151181164134104
SN,1409141260394124755
SN,1409140090064112622
AGN,1409140071154101822
Blazar,1409140070124113149
CV,1409061381014103015
CV?,1409061381004132604
SN,1409061260034240176
CV,1409031291124154648
SN,1409031291104122074
Flare,1409031181214117173
CV,1409031180254116915
SN,1409030040054108840
SN?,1409030010044114444
SN?,1409021180814105710
CV,1409020211034165835
SN,1409020181144129152
HPM,1409020090024108369
AGN,1409011210164107559
Unknown,1409011181134159644
CV?,1409011120094136475
Blazar,1408311210014119351
SN,1408311150164146662
SN,1408311070084122360
AGN,1408310041264114189
SN,1408310011164108034
SN,1408310011104136414
SN,1407021320674127597
HPM,1407021290064105270
HPM,1407021290044203679
SN,1407021260054115784
SN,1407021230084121841
SN,1407011070784120601
SN?,1406301490644138605
LPV,1406300040944170120
CV,1406300040944169740
SN,1406291150664137693
SN,1406291150654107156
CV,1406290091084132499
CV,1406290040914119592
SN,1406281430674117779
CV,1406281291044199665
SN,1406281290794116040
Flare,1406281150734103537
Flare,1406281120744111607
SN,1406281071254106687
SN,1406271400734124327
SN,1406271320804103621
HPM,1406251180794109133
Blazar,1406240070714132883
CV,1406231120924183830
CV,1406230181144128333
CV,1406230090904110257
HPM,1406221380564116390
SN,1406221350614103948
HPM,1406221320594109378
HPM,1406221260584116694
SN,1406221230554103879
SN,1406221180574116410
HPM,1406210071224121725
SN,1406201600484135408
SN?,1406201210674128446
SN,1406201010804125040
SN,1406200040664127923
HPM,1406191430624109303
SN,1406191400624112313
Flare,1406181490614147095
SN,1406171260824117328
Flare,1406171120834114874
HPM,1406171070634116971
SN,1406171040884120523
SN,1406101350734101660
HPM,1406100121194111702
HPM,1406100121164146129
Flare,1406091400764165859
SN,1406091210894124555
CV,1406091180904129263
Unknown,1406091091204123873
SN,1406091041264123166
SN,1406081290484122107
CV,1406080040914133997
CV,1406071320674118715
Blazar,1406071320674112652
SN,1406061320624120923
AGN,1406061290664101908
SN,1406061260654106893
HPM,1406061180704130379
CV,1406061120894129739
SN,1406051460594128650
HPM,1406041380484110466
SN,1406041041184121416
SN,1406031380704102315
Blazar,1406021490464109698
HPM,1406021230884104620
SN,1406021120904122625
HPM,1406011231114132274
SN,1406011121234116045
Var,1406010230824156885
HPM,1406010011214128428
SN?,1405310180714104004
SN,1405301120844133371
HPM,1405301070704137089
AGN,1405301010634116353
CV,1405280151104119030
SN,1405280151074111236
SN,1405271320824160829
HPM,1405261260424118499
HPM,1405250010874131351
SN,1405241210744104954
HPM,1405241180774116552
SN,1405221150834137855
SN?,1405221090714110886
AGN,1405221090714101333
SN,1405220210684121602
SN,1405210180754142789
Blazar,1405191320754141571
AGN,1405181150504122960
HPM,1405121380714142404
HPM,1405121380624103332
HPM,1405110090864121126
Blazar,1405101400394121334
SN,1405100010774111854
Unknown,1405091460654137154
SN,1405091180454129137
SN,1405091010874165161
SN?,1405081180664120535
SN,1405061121144108433
SN,1405060210784146015
SN,1405060040754131386
AGN,1405051380594130740
SN,1405051380514122846
SN,1405051380494117065
Unknown,1405051260564102078
CV,1405051260494137258
SN,1405051260484110584
SN,1405051120774137956
AGN,1405031380734126226
AGN?,1405031350584112483
HPM,1405031230674123013
Unknown,1405031210674112931
SN?,1405031120624206882
SN?,1405020090864142825
CV,1405011630424105496
SN,1405011180884121417
SN,1404301350644109127
CV,1404300040704102016
AGN,1404281600324121207
SN,1404281570334110265
Unknown,1404281490514112760
SN,1404271570514119935
SN,1404271230544116424
SN,1404271181154147689
HPM,1404261150854122404
SN,1404260010934172496
Flare,1404251490534111884
SN,1404251460614134729
SN,1404251460614126059
SN?,1404251350584102703
Blazar,1404251320614122898
AGN,1404251230664105361
SN,1404241180644119647
SN,1404241150654123914
SN,1404240210694120918
CV,1404240210674141447
SN,1404231400754128794
SN,1404231320784116639
AGN,1404231180774109380
SN,1404231090724108342
AGN,1404221070774101435
SN?,1404221070544122969
SN,1404221040604134063
SN,1404211040774107611
SN?,1404210070864127637
HPM,1404091660294105776
AGN,1404091400644102987
SN?,1404091320684139992
CV,1404081690204130928
AGN,1404081010764113169
CV,1404071490644153296
HPM,1404071490634128851
Unknown,1404071090914124031
SN,1404060230594136592
SN,1404060150664105346
AGN,1404051260544121026
SN,1404041230504100859
SN,1404041180574118292
SN/AGN,1404041180554122100
SN,1404031320734122930
AGN,1404031120804128875
AGN,1404031120794103895
Flare,1404021570514118119
CV,1404021550564144957
SN,1404021550524144159
AGN,1404021520484105910
SN,1404021520474126445
SN,1404021490484118318
AGN,1404021490464119057
SN?,1404021490394122262
SN,1404021460424123234
AGN,1404021430674141504
CV,1404021430274113807
SN?,1404021400284146444
AGN,1404011460544121376
AGN,1404011430494121503
Unknown,1404011380624105106
SN?,1404011350504108166
CV,1404011320214120612
CV,1404011090764123529
Unknown,1403311350764137574
SN,1403311090634104619
Unknown,1403311070514116207
AGN,1403301070704102183
HPM,1403301040704109649
HPM,1403300260604104897
SN,1403300230584137397
SN,1403291320764152714
SN,1403291290424119413
CV,1403281630444138433
Unknown,1403281320724122414
SN,1403281290754120299
AGN?,1403281260574122926
AGN,1403281260554125340
SN,1403281230774125738
AGN,1403281210784113098
SN,1403281180544116217
SN,1403281040574136540
SN,1403271260684135366
SN,1403271230814126077
SN,1403271150704114454
AGN,1403271070744118228
CV?,1403271040824113137
AGN,1403261430444108115
AGN?,1403261380614133816
HPM,1403261380614127858
CV,1403261380334142423
AGN,1403261350654139683
AGN,1403261320584110566
AGN,1403261290664103484
SN,1403261290594104427
SN,1403261180794121958
HPM,1403261180674133158
AGN,1403251320514119833
AGN,1403251320494118637
SN,1403251150224106456
SN,1403250150684110750
SN,1403250120624130314
AGN?,1403231120654127046
HPM,1403230210754151474
AGN,1403230090774112559
AGN,1403230070774114008
SN,1403221260574116185
SN,1403221260394233663
SN,1403211180694103025
SN,1403201070624106775
SN,1403131630304119059
Unknown,1403131630294102241
Blazar,1403121570394120173
SN?,1403121120644122367
AGN,1403121040674113258
Flare,1403120210754128318
CV,1403111550264133306
SN,1403111040794128325
SN,1403111010784143195
SN,1403110010754106377
CV,1403101460254114460
SN,1403100210714110526
HPM,1403100150674141818
SN,1403091380524109345
Blazar,1403091350554118078
SN,1403091230654132317
SN,1403090150554114361
CV,1403090150554111012
CV,1403090090484116562
SN?,1403081120414113855
HPM,1403081090734130004
AGN,1403071150674109317
AGN,1403071120664115513
HPM,1403061320334126683
SN,1403061070524109667
HPM,1403051210394157437
SN,1403051010654130724
SN,1403051010584123945
CV,1403041090444115966
AGN,1402281380464127669
AGN,1402281290444116891
SN,1402281260454115394
SN,1402271090634101850
CV,1402271010614118428
HPM,1402270090574132639
Unknown,1402270070584111100
HPM,1402270040624135260
SN,1402261230764117771
SN?,1402261230734113350
SN,1402251180534136865
Unknown,1402221400364117215
SN,1402221290544129389
SN,1402221260694101890
CV,1402181150484139804
SN,1402181120534116936
AGN,1402111460444111823
HPM,1402111150154136448
CV,1402110120864108840
AGN,1402110040744115179
CV,1402101660274120416
Flare,1402091120094104587
CV,1402081520274133784
AGN,1402061460394128547
AGN,1402051380434133260
Unknown,1402051320334130552
CV,1402051210384165015
SN,1402041290454120429
SN,1401301550354109784
SN,1401301040684105179
AGN,1401291400454124767
SN?,1401291180554128406
SN,1401281320514117813
SN,1401281290534127469
SN,1401281260494108620
CV,1401281210254108042
SN,1401281040454148127
HPM,1401280090854137518
SN,1401260010654128388
HPM,1401231400464124147
SN?,1401231400444138125
SN,1401231400404126937
SN,1401231350504132269
SN,1401231210554114641
Var,1401211290244171563
HPM,1401211010874151747
CV,1401210010434189493
SN,1401201380394108339
HPM,1401200150784129813
HPM,1401121150714124825
CV,1401110150284112444
CV,1401110120474161642
SN,1401110120324135424
SN,1401110090484144240
Unknown,1401110040454120586
CV,1401110010544101002
HPM,1401101520324141393
AGN,1401101430404116869
Flare,1401101430404114937
HPM,1401101290534111700
SN,1401091400424118174
Unknown,1401091350464102074
HPM,1401091320234202101
HPM,1401091290244195517
SN,1401091260494139472
Unknown,1401071070454146201
SN,1401071040114136538
QSO,1401071010634128518
HPM,1401070090794151988
HPM,1401070090724151417
Blazar,1401070011234112940
CV,1401041210094138406
AGN,1401041150114109714
SN,1401041010214127020
SN,1401040040034119943
AGN,1401031490484121978
HPM,1401031490334110047
SN,1401031290404108382
SN,1401031150704133074
HPM,1401031150674125979
SN,1401031120694103642
HPM,1401031040734115569
SN?,1401030070754124625
SN,1401030010764125017
HPM,1401021460464138395
HPM,1401021460464138233
SN,1401021320604121883
SN,1401021320594123264
SN,1401021230674124157
Unknown,1401011460434129348
AGN,1401011460424115101
AGN?,1401011430494144727
AGN,1401011430494124743
SN,1401011290584130839
AGN,1401011260624123136
CV,1401011150654104472
AGN,1401011090654141413
SN,1312311010604112737
AGN,1312311010594112568
Unknown,1312310230174122811
AGN,1312310210194108321
HPM,1312310150604133926
SN,1312310120614116785
HPM,1312310120574151051
HPM,1312310120544103688
Unknown,1312310090644126966
HPM,1312310070604132310
AGN,1312310070604113418
SN,1312310070484126421
Flare,1312310040524150007
CV,1312300210304116174
Unknown,1312300150074121590
CV,1312300090164126800
Unknown,1312300070154120623
Unknown,1312281380134112998
Unknown,1312281290174109837
AGN,1312281120614137047
SN,1312281040494120783
SN,1312261260564115476
AGN,1312261260054126854
SN?,1312261120034134946
Flare,1312251150554112896
HPM,1312251090014108455
Unknown,1312251040034102494
AGN,1312250150204104874
SN,1312250090174130314
SN,1312250070294109754
HPM,1312241570324139981
HPM,1312241520324140084
AGN,1312241460334126377
AGN,1312241380384107607
AGN,1312241350384110624
Flare,1312241260414106473
SN,1312241210454119469
SN,1312241210134128201
Unknown,1312241180484108703
SN,1312241180124103585
SN,1312241120094114656
SN,1312241010194128336
SN/AGN,1312241010134113184
SN,1312240040204116444
SN,1312240010124142629
CV,1312231520224138706
CV,1312231490234178647
HPM,1312231290214103191
Unknown,1312231290204104508
CV,1312231120274170394
LPV,1312231090294105831
SN,1312141630224136315
CV,1312141121244117885
CV,1312141070424119491
SN,1312141010544111209
HPM,1312131260464120177
SN,1312131120604119638
SN?,1312131090624102625
SN,1312121150454131264
SN,1312111150464138744
AGN,1312111070574109654
SN,1312111070554116524
SN,1312101290224178261
Unknown,1312101090224103631
CV,1312101041154123121
CV,1312081350044124158
SN,1312081260034105949
SN,1312081040104118936
CV,1312071010484142028
Flare,1312070120314133166
Unknown,1312070070304129983
CV,1312070010464142576
HPM,1312041230164232583
Unknown,1312031290194122465
Flare,1312021180214101950
Unknown,1311271350344133972
Unknown,1311271070264129274
SN,1311261210174128813
AGN,1311261180164118625
AGN,1311261040084101817
SN,1311260120204125478
AGN?,1311260120204112363
YSO?,1311140070304134962
YSO?,1311140010304120823
CV?,1311121430934110615
SN,1311121010614107962
Unknown,1311121010304112117
CV,1311111430054111140
CV,1311111430044160542
HPM,1311111320044149893
SN?,1311101380404110756
SN,1311101380344149031
SN,1311101260454111640
SN,1311101150504122836
Flare,1311101150064106486
SN,1311100210144121990
AGN?,1311100150164118366
Unknown,1311100150094106837
Unknown,1311100150024123914
SN,1311100090154141987
HPM,1311090040164127564
AGN,1311081260154102489
AGN,1311081150104119089
CV,1311081150044101824
AGN?,1311081090554123219
SN,1311080040204127846
CV,1311061180184119159
SN?,1311061150144107811
CV,1311061010294118517
SN,1311041121204140554
AGN?,1311040230204114690
HPM,1311021570504113741
CV,1311021400124123088
HPM,1311021400104112568
AGN,1311021320354124799
CV,1311021290414104571
SN,1311021260494123855
AGN,1311021260434104182
CV,1311021040194125996
CV/SN,1311011090144122115
Flare,1311011010164128734
SN,1310311090474134635
SN,1310311070534119356
Unknown,1310310210194101254
Unknown,1310310181204127244
CV/SN,1310310091164130002
SN,1310310070044121033
AGN,1310301290104120647
AGN,1310301180144107762
SN,1310301180094105274
CV,1310281380044109757
SN,1310281150064101162
CV,1310271400304156612
HPM,1310271380304111884
AGN,1310261040144104091
SN,1310261010114127520
CV,1310260150154113290
SN?,1310260040144132382
AGN,1310260010144106354
CV,1310251400954170028
SN,1310251230244142725
SN,1310250070034110542
SN,1310250040014131234
Unknown,1310241630244134804
Blazar/AGN,1310241490354129023
HPM,1310240231174115951
Unknown,1310240231164108306
HPM,1310231380714111848
CV?,1310231380084126804
SN,1310231011194130772
SN/CV,1310230230114116035
SN?,1310230230064121450
Flare,1310221260034120370
HPM,1310161380114105554
CV,1310150260064106672
Nova,1310141400044135276
CV,1310141400044134796
SN,1310141210414137770
HPM,1310140090254143098
SN,1310131381024102178
SN,1310120210064111333
HPM,1310120180014101233
SN/AGN,1310120150164117921
SN,1310120150014110189
AGN?,1310111151234134426
Flare?,1310111090204125263
SN?,1310111090114129086
AGN,1310091210034112233
SN,1310091091244132305
AGN?,1310090150194118969
CV,1310081321084123846
AGN,1310071070184110974
SN,1310071010274132001
HPM,1310070070244123463
YSO,1310070040284141639
SN?,1310060010894134554
HPM,1310050040154108638
HPM,1310041400054104521
SN,1310041231154105769
SN,1310041210064115696
SN,1310031260784132818
AGN,1310030150174109582
SN,1310030120174141423
HPM,1310030040224109339
CV,1310021520614101453
SN,1310021400344113215
SN,1310020070184210953
CV?,1310011150874130887
Flare,1310011070234114365
SN,1310011011254110661
AGN,1310010011224126916
SN,1309301010124101541
SN,1309300180094104003
SN,1309300180064109444
Unknown,1309300150074129465
SN,1309300150064136355
Unknown,1309300091194104626
SN,1309300090104101264
CV,1309300040144138533
CV,1309290211204126430
AGN?,1309290151184105742
SN,1309290091254125220
SN?,1309281260194162485
AGN,1309281181134139665
AGN,1309281150204108337
Blazar,1309281121184118018
AGN,1309261570524136874
SN,1309261490634154130
CV?,1309261261094119084
HPM,1309261180174130294
SN,1309250091224135247
Unknown,1309250091194105176
SN,1309250010064131012
SN,1309241320384122843
SN,1309241150044116061
HPM,1309241120094101179
HPM,1309241090044129182
HPM,1309241040054136913
SN?,1309240181074153212
CV,1309240151054197273
CV,1309240151044109000
HPM,1309231430944150537
HPM,1309231430934112700
Var,1309231430034119891
CV?,1309231231084113392
SN,1309231230394117279
CV,1309230011124158968
SN,1309171630464141509
CV,1309171400094125147
Blazar,1309171070164130218
AGN,1309170070904150815
Unknown,1309170010914156475
Blazar,1309161261134112078
CV,1309161261124106682
SN,1309161260074128615
SN,1309161230864155882
CV,1309161230834137353
CV,1309161230104102910
HPM,1309161230074127240
SN?,1309161120114104342
SN,1309151181194112157
SN,1309151090014120286
AGN,1309151070074113180
Unknown,1309151040094142394
CV?,1309141380774130923
CV,1309141260204167133
CV,1309141091134108958
SN,1309130120124115946
SN,1309130040094143775
SN?,1309121040194132361
Ast?,1309121010184135823
Unknown,1309121010174106409
CV/SN,1309120211044132512
HPM,1309120181104114898
AGN?,1309120150014104855
Flare,1309120090054121750
SN,1309120090054115627
SN?,1309120090034109089
SN,1309120010164143104
AGN?,1309120010164112914
CV,1309061490254137729
Nova,1309061400034134866
SN,1309061351044128051
CV,1309061351004143495
Unknown,1309061010124121394
Blazar,1309060040054111996
SN?,1309060040034128254
AGN?,1309060040024118036
HPM,1309051180764103420
SN,1309050231164133249
SN,1309050070084111234
AGN,1309050040124139902
SN,1309050040114124314
SN?,1309050040094128675
CV,1309050011134105287
Unknown,1309050010144138645
Ast?,1309050010144104862
SN,1309050010084135719
SN,1309041290124101511
AGN,1309041230134116994
CV,1309041230034113932
SN,1309041210124102821
SN,1309031180084122459
SN,1309031150094127180
SN,1309021380084121592
HPM,1309021380084117815
SN,1309021260784140174
AGN,1309021090034133655
AGN,1309021070074116316
SN,1309021070064121638
HPM,1309011180214134165
HPM,1309011180204130069
SN?,1309011150194133736
Comet,1309010121194109265
HPM,1309010071244136626
HPM,1308281321074116643
HPM,1308281290064131091
SN,1308281290064116109
SN?,1308280231124103801
CV,1308280181154102522
HPM,1308280121104103099
HPM,1308280041244110839
CV,1308280011124107474
CV,1308091011194131840
SN,1308090211134116095
CV,1307070011154113370
SN,1306281010914154097
AGN,1306271260024129130
SN,1306271040724131721
SN,1306211120664110566
Unknown,1306211011244127438
Blazar,1306210011254120647
SN,1306201520574112431
Var,1306201260664112997
AGN,1306201260644112940
SN?,1306200151074106780
CV?,1306200041124124468
HPM,1306191350614114230
CV?,1306181320724134449
SN,1306181320584102524
HPM,1306171690384118959
SN?,1306171660384131880
SN,1306171600474117100
Flare,1306161290784123559
SN,1306161180794133827
HPM,1306161011264117300
HPM,1306151380744153796
HPM,1306151290014118570
SN,1306141151234111786
CV,1306141011114135865
SN,1306140180684124826
SN,1306140090664121096
Flare,1306140090664120159
AGN,1306131290654132164
CV,1306131260864152278
CV,1306131260864146889
AGN?,1306131260664124842
CV,1306131151104173185
CV,1306121211114135438
SN,1306121180704131531
SN,1306121180694108085
SN,1306120091104126082
SN?,1306111150754117530
SN,1306111150724102925
Blazar,1306111120664110776
HPM,1306110071224127052
AGN,1306101400644123218
AGN,1306101350704128207
AGN,1306101350654101335
SN,1306101320754113582
RRL,1306101320744148086
SN,1306101290774132994
SN,1306101290754141977
SN,1306101180524115812
SN?,1306100091124106709
SN,1306091630454118826
SN,1306091570404118400
SN,1306091520454205113
AGN?,1306091490444104704
AGN,1306091460494140247
Flare,1306091460484117878
AGN,1306091180804104464
SN,1306090010624110234
SN,1306081320774122613
SN,1306081320774109980
CV,1306080230714155739
CV,1306080230694132538
AGN?,1306071430514125309
SN,1306071380554122492
Flare,1306071320794125262
SN,1306061520534131582
SN,1306061460634149077
SN,1306061400584118076
AGN?,1306061400584110728
AGN,1306061290594125461
SN,1306061181204113527
AGN,1306060070714107287
AGN,1306060070714103061
SN,1306051430624132149
AGN,1306051430594137532
SN,1306051290614132849
CV,1306051261134144211
SN,1306051261094129061
SN,1306051260534106546
AGN,1306051260484132508
SN?,1306051210644126928
SN?,1306041210714113446
CV,1306041151144145470
SN,1306031350724113310
Flare,1306031350664132920
SN,1306031091154156062
SN,1306031090714124701
HPM,1306031071194105035
Flare?,1306031010724113172
SN,1306011150654134552
AGN,1306011120674133862
Var,1306010180844205896
RCorB,1306010150874169777
Flare,1306010121094165203
RRL,1306010121074103680
CV,1306010120884194298
SN,1305311120614125964
Flare,1305311070624107111
SN,1305301120904244806
Flare,1305300090864133673
SN,1305300070714118880
Unknown,1305291660424137446
Blazar,1305291660324120608
SN,1305291600484134981
HPM,1305291600484123094
CV,1305291600394135487
SN,1305291261144126586
HPM,1305221490554110035
SN,1305211460624138558
HPM,1305211400604125044
Blazar,1305211380674115604
HPM,1305201400684109601
Blazar,1305201350774155625
AGN,1305201320684115928
CV,1305201290844124453
Unknown,1305200041164103821
SN?,1305191350334137879
SN,1305191230754108397
CV,1305190040924105557
SN,1305180120704115127
AGN,1305180040694239243
Flare,1305171490344119052
SN,1305171210864128120
SN,1305161040664114824
CV,1305161010604106599
HPM,1305160180764144916
CV,1305160120784151500
HPM,1305151520354109090
SN,1305151490394125788
HPM?,1305151230694116555
CV,1305151150534101515
AGN,1305151070554117646
HPM,1305150210754151386
SN,1305150210754151010
Comet,1305141070624108774
CV,1305141070524109313
SN,1305131230784108936
SN,1305131210774107949
SN,1305131180844143958
SN?,1305131120764121089
AGN/SN,1305131120734140944
AGN,1305131090754143426
SN,1305130090684108720
Flare,1305121210884131694
Var,1305121090884136789
Unknown,1305121070704140019
SN,1305121070694115570
SN,1305121040794120539
AGN,1305121010734109070
SN/CV,1305120040624108145
AGN,1305110010834146582
HPM,1305101380784129660
CV,1305101350804157015
SN,1305101230864140095
SN,1305091490614141161
Blazar,1305091120664119543
SN,1305091120654118444
AGN?,1305091090804141621
SN,1305091090794106174
SN,1305081490564112715
SN,1305081400434135498
SN,1305081400414136462
HPM,1305071430544135024
SN,1305071400614115655
AGN/SN,1305071290744148439
SN,1305071041154114511
AGN,1305051400544106365
Blazar,1305051350574113768
Blazar,1305051260704123970
CV,1305051230834148200
SN,1305031230814133282
AGN,1305031150754125877
SN,1305031150684122609
AGN,1305031150664107635
CV,1305031120794103182
Unknown,1305030120574141454
SN,1305021320554137855
SN,1305021290554127838
AGN,1305021290534103755
SN,1305021290504134160
GRB,1305021260564136026
AGN,1305021260504113324
AGN?,1305021230574116169
Blazar,1305011230484123632
SN,1305011090534133478
Blazar,1305011070564124203
Flare,1305010120674124693
Flare,1304301150494130354
Comet,1304301090774115713
CV,1304291320374114290
SN,1304291120584117616
SN,1304291090754107901
HPM,1304290090724141600
HPM,1304220070904105036
CV,1304211180904145030
AGN,1304211180894173578
SN,1304211180774111949
SN,1304201430384224674
SN,1304191660304112684
SN?,1304191380504114854
SN,1304191380464136324
AGN,1304191210804140558
CV,1304190120714130429
SN,1304190090644106628
AGN,1304190040724142741
SN,1304181600404137815
CV,1304181520304134058
HPM,1304181430364118904
CV,1304181400734166981
SN,1304181400724141378
Flare,1304180010844125972
CV,1304161550544133046
CV/AGN,1304161490664136857
AGN?,1304161460434115985
SN,1304161350784103276
SN,1304161260544128382
SN,1304161210564119965
SN,1304161210554115579
SN,1304151550384115667
Unknown,1304151490444125243
AGN,1304151460584103642
HPM,1304151460544143236
AGN,1304151460494144378
AGN,1304151460494122412
SN,1304151430534106204
SN,1304151430524125462
SN/AGN?,1304151430514135374
SN,1304151430494101547
Unknown,1304151090664124031
AGN,1304151070464118026
CV,1304141400544127648
SN,1304141350754151399
SN,1304141120504133862
SN,1304140040614129121
SN,1304131320603113558
HPM,1304131290643133214
SN/CV,1304131260814118255
SN,1304121260664120602
HPM,1304121260644109524
Flare,1304121230614134803
Flare,1304111230414140313
SN,1304111180604104701
AGN,1304111120614116422
CV,1304111120594139528
Flare,1304111090634120338
SN,1304111090634115957
AGN?,1304101210524133590
HPM,1304101150764142626
Flare,1304101120734121399
AGN,1304101090824105434
SN,1304101090814108983
AGN,1304081290754138475
AGN,1304081260744138781
AGN,1304061290694140971
SN,1304061230734125608
Blazar,1304061210644103282
AGN,1304061150634123862
AGN,1304061090654140277
HPM,1304041290654130369
SN,1304041290624102229
AGN,1304041290604129569
AGN?,1304041260614122389
SN?,1304041260504122246
SN,1304031260394120564
HPM,1304031120804136660
Flare,1304031120774114435
SN?,1304031120754131205
SN,1304031090804140600
SN/CV,1304020070664116317
SN,1304011430704131751
SN,1304011090684111068
AGN?,1304011090674106904
SN?,1304011070634119906
HPM,1304011040734113603
HPM,1303311570484131030
Blazar,1303311550494131001
HPM,1303241660214135267
CV,1303241460644117054
SN,1303241460584112024
CV,1303241460574123435
HPM,1303241460544112317
SN,1303241430574136850
HPM,1303241400594101724
AGN,1303241120234114292
HPM,1303231520434129450
SN,1303231460474127979
HPM,1303231350674129048
HPM,1303201090684101235
SN,1303181600384128987
HPM,1303181150914117439
Flare,1303181090924175989
CV?,1303171320644114865
HPM,1303171290674135204
SN?,1303171290584119068
SN,1303171290404124281
SN,1303171260694130687
Unknown,1303171260654136392
Unknown,1303171210684110790
CV,1303171090424146629
SN/CV,1303171040914179767
AGN/SN,1303161320574130573
SN,1303161320574115853
AGN,1303161290604101355
AGN,1303161150714107103
AGN,1303161120714122052
HPM,1303161040774127865
Blazar,1303151210504145839
SN,1303150210604138443
SN,1303150180614114284
SN,1303150180604143454
SN,1303150040714122967
SN,1303141350524142790
AGN,1303141350494127887
Flare,1303141290134114251
HPM,1303141150634143780
AGN,1303141090674107279
AGN,1303141070684112965
AGN,1303141040684143755
AGN,1303140180684107993
AGN,1303140010834117600
SN?,1303121070564106854
SN,1303111090714111154
HPM,1303071520314141379
HPM,1303071520304144859
Blazar,1303071150824115553
AGN,1303071120774117560
AGN,1303071120774113499
AGN,1303071120764123699
SN,1303071090774127988
AGN?,1303071070754142629
SN,1303071040744105050
SN?,1303051380434105873
Unknown,1303051350444114543
SN,1303051290744139395
SN,1303051290654126745
HPM,1303051230684111017
SN?,1303051070694136005
AGN?,1303051010634119957
SN?,1303050040684138629
SN,1303031290434124956
AGN,1303031120634108415
SN,1303030120584108992
Flare,1303030010484158805
Blazar,1303021380594134765
Flare,1303021290164141488
CV,1303021260374143723
Blazar,1303021230624130836
Unknown,1303021230264103547
HPM,1303021210274114807
SN,1303011380534115603
Flare,1303011350574103320
Flare,1303011320534129196
AGN,1303011290544123165
HPM,1303011180144110751
AGN,1302231400514120418
SN?,1302231210644123928
CV?,1302231120284141108
AGN,1302231090664121416
CV?,1302230120704108141
HPM,1302181490404115704
Flare,1302181430344101379
CV,1302181400354146917
SN,1302181380414137316
AGN?,1302181230554144044
SN?,1302171490374116041
SN?,1302171350514111922
SN?,1302171260494123228
Blazar,1302171230424139186
HPM,1302171070734101998
Unknown,1302171040734101995
Blazar,1302171010794138638
SN,1302170150534108860
AGN,1302161040654110952
Flare,1302160120584113031
Unknown,1302160120574139280
SN,1302151090204131476
LPV,1302141290364160994
SN,1302141260454138050
HPM,1302141230594128405
AGN,1302141230574122584
SN,1302141230554138125
AGN,1302141230494130831
Flare,1302141210474143476
AGN?,1302141180594119560
AGN,1302141150604114861
AGN,1302141150504102321
AGN,1302141150484143170
SN?,1302141120624107766
AGN,1302141010654143860
HPM,1302141010654105793
Unknown,1302140150814146450
Ast,1302140040714124357
Unknown,1302140040714119849
SN,1302140040704148345
AGN,1302140040644124305
SN,1302111320514122668
AGN,1302111320504113079
SN?,1302111070584120659
SN,1302111070584108234
SN,1302111010564127993
Blazar,1302110040604104918
Unknown,1302110010564118314
